"Analysis Type","NCBI BioProject ID (Strain 1)","Strain 1","GI (Strain 1)","Locus Tag (Strain 1)","NCBI RefSeq Accession (Strain 1)","Description (Strain 1)","NCBI BioProject ID (Strain 2)","Strain 2","GI (Strain 2)","Locus Tag (Strain 2)","NCBI RefSeq Accession (Strain 2)","Description (Strain 2)","Inparalogs","Strain 1 Inparalogs (Locus Tag/Name)","Strain 2 Inparalogs (Locus Tag/Name)","Ortholuge Class"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131552","b3684","NP_418139.1","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116050243","PA14_34880","WP_003089358.1","GntR family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111637","b3686","NP_418141.2","heat shock chaperone","57977","Pseudomonas aeruginosa UCBPP-PA14","116051122","PA14_23680","WP_003091405.1","heat-shock protein IbpA","1","b3687[heat shock chaperone]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131555","b3687","NP_418142.1","heat shock chaperone","57977","Pseudomonas aeruginosa UCBPP-PA14","116051122","PA14_23680","WP_003091405.1","heat-shock protein IbpA","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111641","b3691","NP_418146.4","D-galactonate transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116050143","PA14_36120","WP_009315749.1","putative MFS transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111642","b3698","NP_418153.4","conserved protein, DUF937 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116054441","PA14_14975","WP_003109785.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176395","b3699","YP_026241.1","DNA gyrase, subunit B","57977","Pseudomonas aeruginosa UCBPP-PA14","116053724","PA14_00050","WP_003097268.1","DNA gyrase subunit B","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131568","b3700","NP_418155.1","gap repair protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116053723","PA14_00030","WP_003097265.1","recombination protein F","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131569","b3701","NP_418156.1","DNA polymerase III, beta subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053722","PA14_00020","WP_003097262.1","DNA polymerase III subunit beta","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131570","b3702","NP_418157.1","chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116053721","PA14_00010","WP_003109151.1","chromosomal replication initiation protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131572","b3704","NP_418159.1","protein C5 component of RNase P","57977","Pseudomonas aeruginosa UCBPP-PA14","116053720","PA14_73420","WP_003100251.1","ribonuclease P","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","94541129","b4557","YP_588472.1","conserved protein, UPF0161 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116049995","PA14_38060","WP_003088692.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131573","b3705","NP_418161.1","membrane protein insertase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053719","PA14_73410","WP_003097255.1","putative inner membrane protein translocase component YidC","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131574","b3706","NP_418162.1","GTPase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053718","PA14_73400","WP_003142192.1","tRNA modification GTPase TrmE","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131581","b3713","NP_418169.1","chromate reductase, Class I, flavoprotein","57977","Pseudomonas aeruginosa UCBPP-PA14","116049152","PA14_48740","WP_003140489.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131582","b3714","NP_418170.1","adenine permease, high affinity","57977","Pseudomonas aeruginosa UCBPP-PA14","116052865","PA14_62440","WP_003095114.1","putative transporter","2","b3664[Probable adenine permease]","PA14_44800[putative transporter]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131582","b3714","NP_418170.1","adenine permease, high affinity","57977","Pseudomonas aeruginosa UCBPP-PA14","116049463","PA14_44800","WP_003087209.1","putative transporter","1","b3664[Probable adenine permease]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131583","b3715","NP_418171.1","phosphoenolpyruvate and 6-phosphogluconate phosphatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116054289","PA14_07310","WP_003101612.1","putative hydrolase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131585","b3717","NP_418173.1","conserved protein, UPF0167 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116049480","PA14_44580","WP_003111079.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131592","b3724","NP_418180.1","negative regulator of PhoR/PhoB two-component regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116053512","PA14_70800","WP_003142030.1","phosphate uptake regulatory protein PhoU","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131593","b3725","NP_418181.1","phosphate transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053513","PA14_70810","WP_003096663.1","phosphate transporter ATP-binding protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131594","b3726","NP_418182.1","phosphate transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053514","PA14_70830","WP_003096667.1","phosphate ABC transporter, permease protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131595","b3727","NP_418183.1","phosphate transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053515","PA14_70850","WP_003096670.1","membrane protein component of ABC phosphate transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131597","b3729","NP_418185.1","L-glutamine:D-fructose-6-phosphate aminotransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053700","PA14_73170","WP_003097120.1","glucosamine--fructose-6-phosphate aminotransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131598","b3730","NP_418186.1","fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053703","PA14_73220","WP_003109147.1","glucosamine-1-phosphate acetyltransferase/N-acetyl","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131599","b3731","NP_418187.1","F1 sector of membrane-bound ATP synthase, epsilon subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053704","PA14_73230","WP_003097128.1","F0F1 ATP synthase subunit epsilon","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131600","b3732","NP_418188.1","F1 sector of membrane-bound ATP synthase, beta subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053705","PA14_73240","WP_003097130.1","F0F1 ATP synthase subunit beta","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131601","b3733","NP_418189.1","F1 sector of membrane-bound ATP synthase, gamma subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053706","PA14_73250","WP_003097132.1","F0F1 ATP synthase subunit gamma","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131602","b3734","NP_418190.1","F1 sector of membrane-bound ATP synthase, alpha subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053707","PA14_73260","WP_003097134.1","F0F1 ATP synthase subunit alpha","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131603","b3735","NP_418191.1","F1 sector of membrane-bound ATP synthase, delta subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053708","PA14_73280","WP_003097135.1","F0F1 ATP synthase subunit delta","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131604","b3736","NP_418192.1","F0 sector of membrane-bound ATP synthase, subunit b","57977","Pseudomonas aeruginosa UCBPP-PA14","116053709","PA14_73290","WP_003100235.1","F0F1 ATP synthase subunit B","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131605","b3737","NP_418193.1","F0 sector of membrane-bound ATP synthase, subunit c","57977","Pseudomonas aeruginosa UCBPP-PA14","116053710","PA14_73300","WP_003097235.1","F0F1 ATP synthase subunit C","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131606","b3738","NP_418194.1","F0 sector of membrane-bound ATP synthase, subunit a","57977","Pseudomonas aeruginosa UCBPP-PA14","116053711","PA14_73310","WP_003100237.1","F0F1 ATP synthase subunit A","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131608","b3740","NP_418196.1","16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116053715","PA14_73360","WP_003142190.1","16S rRNA methyltransferase GidB","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131609","b3741","NP_418197.1","5-methylaminomethyl-2-thiouridine modification at tRNA U34","57977","Pseudomonas aeruginosa UCBPP-PA14","116053716","PA14_73370","WP_003100244.1","tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131611","b3743","NP_418199.1","DNA-binding transcriptional dual regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116052931","PA14_63240","WP_003095262.1","putative transcriptional regulator","1","","PA14_30770[AsnC family transcriptional regulator]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131611","b3743","NP_418199.1","DNA-binding transcriptional dual regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116050563","PA14_30770","WP_003090065.1","AsnC family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176400","b3747","YP_026244.1","potassium transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116048840","PA14_52400","WP_003140804.1","potassium uptake protein Kup","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131617","b3749","NP_418205.1","fused D-ribose transporter subunits of ABC superfamily: ATP-binding components","57977","Pseudomonas aeruginosa UCBPP-PA14","116049898","PA14_39330","WP_003119159.1","ribose transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131618","b3750","NP_418206.1","D-ribose transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116049899","PA14_39320","WP_003088303.1","membrane protein component of ABC ribose transporter","5","b4460[fused L-arabinose transporter subunits of ABC superfamily: membrane components];b2546[predicted sugar transporter subunit: membrane component of ABC superfamily];b3568[D-xylose ABC transporter permease subunit];b4086[D-allose transporter subunit];b4231[predicted sugar transporter subunit: membrane component of ABC superfamily]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131619","b3751","NP_418207.1","D-ribose transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116049897","PA14_39350","WP_003139787.1","binding protein component precursor of ABC ribose transporter","2","b4088[D-allose transporter subunit];b4227[galactofuranose binding proteint: periplasmic-binding component of ABC superfamily]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131620","b3752","NP_418208.1","ribokinase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049901","PA14_39280","WP_003088307.1","ribokinase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131621","b3753","NP_418209.1","DNA-binding transcriptional repressor of ribose metabolism","57977","Pseudomonas aeruginosa UCBPP-PA14","116049900","PA14_39300","WP_003139784.1","ribose operon repressor RbsR","1","b1658[DNA-binding transcriptional repressor, hypoxanthine-binding]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131622","b3754","NP_418210.1","predicted multidrug or homocysteine efflux system","57977","Pseudomonas aeruginosa UCBPP-PA14","116054187","PA14_05990","WP_003084717.1","EmrB/QacA family drug resistance transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176402","b4480","YP_026246.1","DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116049805","PA14_40550","WP_003139905.1","LysR family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698331","b3765","NP_418214.2","predicted bifunctional enzyme and transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116053438","PA14_69840","WP_003141984.1","putative magnesium chelatase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176403","b3770","YP_026247.1","branched-chain amino-acid aminotransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053161","PA14_66260","WP_003095783.1","branched-chain amino acid aminotransferase","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176404","b3771","YP_026248.1","dihydroxyacid dehydratase","57977","Pseudomonas aeruginosa UCBPP-PA14","116054081","PA14_04630","WP_003084436.1","dihydroxy-acid dehydratase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131630","b3772","NP_418220.1","threonine deaminase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049278","PA14_47100","WP_031627632.1","threonine dehydratase","1","","PA14_04320[threonine dehydratase]","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131630","b3772","NP_418220.1","threonine deaminase","57977","Pseudomonas aeruginosa UCBPP-PA14","116054058","PA14_04320","WP_004364990.1","threonine dehydratase","","","","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131632","b3774","NP_418222.1","ketol-acid reductoisomerase, NAD(P)-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116052840","PA14_62130","WP_003095066.1","ketol-acid reductoisomerase","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131633","b3775","NP_418223.1","peptidyl-prolyl cis-trans isomerase C (rotamase C)","57977","Pseudomonas aeruginosa UCBPP-PA14","116049947","PA14_38700","WP_003088559.1","peptidyl-prolyl cis-trans isomerase C1","1","","PA14_09890[peptidyl-prolyl cis-trans isomerase C2]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131633","b3775","NP_418223.1","peptidyl-prolyl cis-trans isomerase C (rotamase C)","57977","Pseudomonas aeruginosa UCBPP-PA14","116052218","PA14_09890","WP_003093561.1","peptidyl-prolyl cis-trans isomerase C2","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176407","b3778","YP_026251.1","DNA helicase and single-stranded DNA-dependent ATPase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053444","PA14_69910","WP_003110454.1","ATP-dependent DNA helicase Rep","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131636","b3780","NP_418227.1","ATP-dependent RNA helicase","57977","Pseudomonas aeruginosa UCBPP-PA14","161486758","PA14_14040","WP_011666560.1","ATP-dependent RNA helicase RhlB","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","67005950","b3781","NP_418228.2","thioredoxin 1","57977","Pseudomonas aeruginosa UCBPP-PA14","116053387","PA14_69200","WP_003096336.1","thioredoxin","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131639","b3783","NP_418230.1","transcription termination factor","57977","Pseudomonas aeruginosa UCBPP-PA14","116053386","PA14_69190","WP_003096334.1","transcription termination factor Rho","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176409","b3786","YP_026253.1","UDP-N-acetyl glucosamine-2-epimerase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051147","PA14_23370","WP_016254250.1","putative UDP-N-acetylglucosamine 2-epimerase","","","",""
